# x    y    yerr
2.000000000000000111e-01	9.454642038430005613e+00	7.068652285315809580e-01
4.000000000000000222e-01	8.207031248850736205e+00	6.461899392521202046e-01
6.000000000000000888e-01	7.532487931662005032e+00	1.073349281578451331e+00
8.000000000000000444e-01	7.152644774916553594e+00	9.232250517338433937e-01
1.000000000000000000e+00	6.945483222968264592e+00	1.040456081524243848e+00
1.199999999999999956e+00	6.897336436112373903e+00	9.964210045983299402e-01
1.400000000000000133e+00	6.893030032429404486e+00	8.047199902672405036e-01
1.600000000000000089e+00	6.776546986756497581e+00	9.909491396071327118e-01
1.800000000000000044e+00	6.720892895158447899e+00	7.533797389970289249e-01
2.000000000000000000e+00	6.723643634194750973e+00	1.278194471600280213e+00
2.200000000000000178e+00	6.641378462444952113e+00	7.288059310280072811e-01
2.400000000000000355e+00	6.658164948423926255e+00	9.608429458062837103e-01
2.600000000000000533e+00	6.479978401401598198e+00	7.915456823905503425e-01
2.800000000000000266e+00	6.786323581008642414e+00	1.114084234672159113e+00
3.000000000000000444e+00	6.722775422512418331e+00	9.337137257436993742e-01
3.200000000000000178e+00	6.622458014417856198e+00	8.962666560757579504e-01
3.400000000000000355e+00	6.899090567389700723e+00	1.170640309010310798e+00
3.600000000000000533e+00	6.729475543132134696e+00	1.005886118335510337e+00
3.800000000000000266e+00	6.630569026554836931e+00	1.103328889187193518e+00
4.000000000000000000e+00	6.834882939400913848e+00	8.037348126965070394e-01
4.200000000000000178e+00	6.805461792887979477e+00	7.190366112144985777e-01
4.400000000000000355e+00	6.822823198362270247e+00	1.021441592408026677e+00
4.600000000000000533e+00	6.759622858159308301e+00	9.362307289010537437e-01
4.800000000000000711e+00	6.867091606228830969e+00	1.125286934490788759e+00
5.000000000000000888e+00	6.816622519937126867e+00	9.840183094674900266e-01
5.200000000000000178e+00	6.919977620862831635e+00	1.041015067846925879e+00
5.400000000000000355e+00	6.696230461208797280e+00	6.753234940117512908e-01
5.600000000000000533e+00	6.866372242141460802e+00	1.377687387922851281e+00
5.800000000000000711e+00	7.105647888866284845e+00	9.671516029935935954e-01
6.000000000000000888e+00	6.880988055723113561e+00	1.139517394067839806e+00
6.200000000000000178e+00	6.922120198159723792e+00	8.327816659560747237e-01
6.400000000000000355e+00	6.963025916350089162e+00	1.061601980443468207e+00
6.600000000000000533e+00	6.912134377037738808e+00	7.394310472950509361e-01
6.800000000000000711e+00	6.839024454680598275e+00	1.090413567651934201e+00
7.000000000000000888e+00	7.063448802008840843e+00	9.288051831228334443e-01
7.200000000000000178e+00	7.127141110882812214e+00	1.005838100787113554e+00
7.400000000000000355e+00	7.135722998158121833e+00	1.139594806026019480e+00
7.600000000000000533e+00	7.154254444084418019e+00	7.534919377559439191e-01
7.800000000000000711e+00	7.201147300584417543e+00	8.631016538774405333e-01
8.000000000000000000e+00	7.327543651049200690e+00	1.091464856217353008e+00
8.199999999999999289e+00	7.234931230993872475e+00	1.419644294909349291e+00
8.400000000000000355e+00	7.225569933407850698e+00	9.723835330677036426e-01
8.599999999999999645e+00	7.284141047214988340e+00	1.118227223584786545e+00
8.799999999999998934e+00	7.399724815063556171e+00	9.786057060283039899e-01
9.000000000000000000e+00	7.512779490162077245e+00	1.388449118951259997e+00
9.199999999999999289e+00	7.338789007321159019e+00	6.505556666069488569e-01
9.400000000000000355e+00	7.441753785758490558e+00	1.018924208933871700e+00
9.599999999999999645e+00	7.496174820298344699e+00	6.748911932875878428e-01
9.800000000000000711e+00	7.393773387200844205e+00	4.986856858926566050e-01
1.000000000000000000e+01	7.525970806713329964e+00	1.059492410623563252e+00
