1	Gaia	DR3	2100020484108391808	KIC	3425851	**	19	02	54.9120176	38	30	25.0839589	11.13	10.59	10.583	~	56	0
2	Gaia	DR3	2052747119115620352	KIC	3544595	Er*	19	25	40.38854046	38	40	20.41318686	10.73	10	9.853	G5V	112	0
3	Gaia	DR3	2099606483621385216	KIC	3632418	Er*	19	09	26.83495904	38	42	50.45553486	8.767	8.25	8	F6IV	164	1
4	Gaia	DR3	2100392428275714688	KIC	4141376	Er*	19	06	45.46415719	39	12	42.96673433	11.62	11.05	11.011	F5	68	0
5	Gaia	DR3	2099656472742686848	KIC	4143755	Er*	19	10	37.19715125	39	14	39.4140575	12.84	12.07	11.987	G5V	59	0
6	Gaia	DR3	2100451630105041152	KIC	4349452	Er*	19	06	33.21413547	39	29	16.3587251	11.337	10.623	10.622	F6	152	1
7	Gaia	DR3	2101243789577188736	KIC	4914423	Er*	19	15	56.29393343	40	03	52.28581817	13.136	12.36	12.254	G5Ib	87	0
8	Gaia	DR3	2101175933393051008	KIC	5094751	Er*	19	21	34.25344383	40	17	05.498443284	13.162	12.388	12.32	G4V	77	0
9	Gaia	DR3	2102119176929154304	KIC	5866724	Er*	19	14	45.29159082	41	09	04.210237980	11.643	11.115	11.009	F6IV	122	1
10	Gaia	DR3	2102224661326132864	KIC	6196457	Er*	19	16	20.65468922	41	33	46.65431524	12.46	11.849	11.777	G0IV	81	0
11	Gaia	DR3	2101486923385239808	KIC	6278762	PM*	19	19	00.5489000285	41	38	04.582441681	9.67	8.86	8.18	K0V	278	0
12	Gaia	DR3	2101733244046205568	KIC	6521045	Er*	19	25	32.64327875	41	59	24.94510055	12.009	11.278	11.128	G3	108	0
13	Gaia	DR3	2125795166969907968	KIC	7199397	Er*	19	25	59.32976127	42	43	42.4850277	11.427	10.872	10.742	F8V	71	1
14	Gaia	DR3	2105620159389754624	KIC	7670943	Er*	19	09	22.9787972	43	22	42.20763409	11.474	10.982	10.901	~	63	0
15	Gaia	DR3	2105318412166111232	KIC	8077137	Er*	18	49	58.13421423	43	58	48.69448932	11.984	11.38	11.28	F2	83	0
16	Gaia	DR3	2126918008858627712	KIC	8292840	Er*	19	17	23.35056571	44	12	30.70922501	11.182	10.566	10.515	F5	80	0
17	Gaia	DR3	2106705269988803072	KIC	8349582	Er*	18	57	55.78838199	44	23	52.8188424	13.313	12.481	12.268	G5V	81	0
18	Gaia	DR3	2106674071344722688	KIC	8478994	PM*	18	56	14.30760373	44	31	05.389610412	10.45	9.77	G8V	122	1	
19	Gaia	DR3	2126237131982289280	KIC	8494142	Er*	19	25	33.0613997	44	31	44.75229985	12.737	12.035	11.903	G1V	71	0
20	Gaia	DR3	2126945668448657664	KIC	8554498	EB*	19	18	57.53064733	44	38	50.61893406	12.56	11.735	11.613	G2V	72	0
21	Gaia	DR3	2127045311688712832	KIC	8684730	Er*	19	20	28.2085336	44	52	22.54887059	13.043	12.226	12.136	~	57	0
22	Gaia	DR3	2106904148451706752	KIC	8866102	Er*	18	52	36.16040069	45	08	23.3456397	9.95	9.5	9.44	F6IV	101	0
23	Gaia	DR3	2080386917291928832	KIC	9414417	Er*	19	43	12.65745924	45	59	17.08593716	10.16	9.64	9.575	F6IV	74	0
24	Gaia	DR3	2128069334973424000	KIC	9592705	EB*	19	34	51.95137003	46	13	35.87631233	11.54	11.04	10.934	F7V	66	0
25	Gaia	DR3	2128215909315876352	KIC	9955598	Er*	19	34	43.00224541	46	51	09.938179044	10.36	9.64	9.438	K0V	121	0
26	Gaia	DR3	2119635153070609920	KIC	10514430	Ro*	18	45	05.7919625976	47	46	27.9223653	11.57	10.82	G0V	47	0	
27	Gaia	DR3	2131494313689868416	KIC	10586004	Er*	19	01	14.70434688	47	50	54.9017898	12.67	11.81	11.603	G4V	77	0
28	Gaia	DR3	2129256395211984000	KIC	10666592	Er*	19	28	59.35388261	47	58	10.2170078	10.97	10.48	F6V	305	2	
29	Gaia	DR3	2131593785132997632	KIC	10963065	Er*	18	59	08.6844743448	48	25	23.60035978	9.34	8.83	8.996	F8V	120	0
30	Gaia	DR3	2129495057954829952	KIC	11133306	Er*	19	18	39.46009399	48	42	22.28785114	12.606	12.01	11.785	G0V	57	0
31	Gaia	DR3	2129550445852902656	KIC	11295426	Er*	19	24	07.7659706688	49	02	24.92834827	10.73	10.08	9.914	G1V	131	1
32	Gaia	DR3	2129931456691176576	KIC	11401755	Er*	19	25	00.0428079600	49	13	54.63090088	12.795	12.174	12.094	F2	215	1
33	Gaia	DR3	2132885161540029952	KIC	11807274	Er*	19	12	24.21283683	50	02	01.374741852	11.02	10.54	10.387	F5	105	1
34	Gaia	DR3	2132152916856093952	KIC	11853905	Er*	19	02	27.69795148	50	08	08.703945600	13.114	12.293	12.195	G0	103	1
35	Gaia	DR3	2132155017099178624	KIC	11904151	Ro*	19	02	43.06138929	50	14	28.70161734	-	-	11	G2V	199	1
